BscStartDate,Asset,OriginalShorttext,PMType,Cost,RunningTime,MajorSystem,Part,Action,Variant,FM,Location,Comments,FuncLocation,SuspSugg,Rule
2005-07-22,C,ENGINES WOULDN'T SHUTDOWN.,PM01,431.73,119,Engine,NA,NA,NA,Fail to Stop,NA,NA,ENGINES  x 2,0,Rule_1_3_25_396
2005-08-29,C,R/H ENG WON'T SHUT DOWN,PM01,588.83,38,Engine,NA,NA,NA,Fail to Start,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_395_488
2005-11-16,C,REPAIR WATER LEAK AT ENGINE OIL COOLER,PM01,405.51,79,Engine_Hydraulic System,NA,Repair,1,Leak,NA,Positional Term,ENGINE LEFT HAND,0,Rule_1_3_25_52_335_403_492
2006-02-10,C,FABRICATE SAFETY DECALLS FOR ENGINE ROOM,PM01,380,86,Engine,NA,Replace,Install,NA,NA,NA,Shovel Tracked Hydr O&K RH120E SHD23,0,Rule_1_3_25_353
2006-04-25,C,REPAIR OIL LEAKS RH ENGINE,PM01,5879.44,74,Engine_Hydraulic System,NA,Repair,1,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_52_335_403_487
2006-06-06,C,REPAIR ENGINE LEAKS AS PER TEXT,PM01,1579.98,42,Engine,NA,Repair,1,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_25_335_403
2006-10-01,C,HYDRAULIC OIL LEAK NEAR ENGINE BAY,PM01,168.03,117,Engine_Hydraulic System,NA,NA,NA,Leak,NA,Positional Term,HYDRAULIC SYSTEM,0,Rule_1_3_25_51_52_403_490
2007-01-22,C,REPAIR R/H ENG WATER LEAK,PM01,493.96,113,Engine,NA,Repair,1,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_335_403_488
2007-04-17,C,EXHAUST FLEX TUBING BROKEN ON L/H ENGINE,PM01,1181.14,85,Engine_Induction and Exhaust,NA,NA,NA,Structural Integrity,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_25_66_438_478
2007-09-04,C,FABRICATE AND FIT BELT 'V' BELT GAURDS,PM01,0,140,Engine,NA,Replace,Install,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_353_354
2007-09-10,C,CHANGEOUT ~ LEFT ENGINE,PM02,113760.04,6,Engine,NA,Replace,1,NA,Left,NA,ENGINE LEFT HAND,1,Rule_1_4_25_356_479
2007-09-10,C,CHANGEOUT ~ RIGHT ENGINE,PM02,110204.39,0,Engine,NA,Replace,1,NA,Right,NA,ENGINE RIGHT HAND,1,Rule_1_4_25_356_486
2007-09-14,C,R/H ENGINE WATER LEAK,PM01,151.18,4,Engine,NA,NA,NA,Leak,Right,NA,ENGINES  x 2,0,Rule_1_3_25_403_488
2007-09-18,C,OIL LEAK AT CENTRIFUGE,PM01,0,4,Hydraulic System_Engine,NA,NA,NA,Leak,NA,Positional Term,ENGINE RIGHT HAND,0,Rule_1_3_52_59_403_492
2008-08-15,C,CHECK EXCESS R/H ENGINE OIL USAGE,PM01,29.65,332,Engine_Hydraulic System,NA,CM,2,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_52_291_488
2009-02-26,C,RH ENGINE RUNNING HOT,PM01,1290.38,195,Engine_Radiator,NA,NA,NA,Over Temp,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_39_418_487
2009-07-25,C,INVESTIGATE ENGINE OIL LEAK(NEAR W/P),PM01,1439.28,149,Engine_Hydraulic System,NA,Repair,12,Leak,NA,Positional Term,LUBRICATION SYSTEM,0,Rule_1_3_25_52_348_403_490
2009-09-24,C,BROKEN DIPTICK TUBE ON RH ENGINE,PM01,383.25,61,Engine,NA,NA,NA,Structural Integrity,Right,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_438_487
2010-04-12,C,AMBER LIGHT ON RH ENGINE,PM01,1683.64,200,Engine,NA,NA,NA,Warning Light,Right,NA,ENGINES  x 2,0,Rule_1_3_25_455_487
2010-04-22,C,LOW ENG OIL PRESS LH ENG,PM01,8354.13,10,Engine_Hydraulic System,NA,NA,NA,Fluid Levels,Left,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_52_406_477
2010-05-28,C,RH ENG HAS LOW POWER,PM01,981.44,36,Engine,NA,NA,NA,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_487
2010-05-30,C,REPAIRS TO R/H ENG DE-RATING,PM01,1953.61,2,Engine,NA,Repair,1,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_335_488
2010-07-19,C,ENG WARNING LIGHT ON,PM01,548.66,50,Engine,NA,NA,NA,Warning Light,NA,NA,ENGINES  x 2,0,Rule_1_3_25_456
2010-07-19,C,REPLACE OUTER AIR CLEANERS,PM01,523.99,0,Engine,NA,Minor Maint_Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_57_58_312_361_362
2010-08-14,C,OIL LEAK ON LH ENGINE,PM01,449.35,26,Engine_Hydraulic System,NA,NA,NA,Leak,Left,NA,LUBRICATION SYSTEM,0,Rule_1_3_25_52_403_477
2011-01-28,C,LOW ENG OIL PRESSURE,PM01,3063.31,167,Engine_Hydraulic System,NA,NA,NA,Fluid Levels,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_25_52_406
2011-02-05,C,CHANGEOUT ~ LEFT ENGINE,PM02,129178.03,8,Engine,NA,Replace,1,NA,Left,NA,ENGINE LEFT HAND,1,Rule_1_4_25_356_479
2011-05-18,C,LOW ENGINE OIL PRESSURE FAULT.,PM01,662.94,102,Engine_Hydraulic System,NA,NA,NA,Fluid Levels_Unspecified,NA,NA,OIL - ENGINE - LEFT,0,Rule_1_3_25_52_406_445
2011-07-01,C,SHD7-12 ENGINE SWAPP -BUCYRUS LABOUR,PM01,22979.3,44,Engine,NA,Administration_Replace,4,NA,NA,NA,Shovel Tracked Hydr O&K RH120E SHD23,0,Rule_1_3_25_284_368
2011-08-08,C,oil all over rh engine,PM01,0,38,Engine_Hydraulic System,NA,NA,NA,NA,Right,NA,Shovel Tracked Hydr O&K RH120E SHD23,0,Rule_1_3_25_52_487
2003-07-28,D,Engine low on oil,PM01,184.49,NA,Engine_Hydraulic System,NA,NA,NA,Fluid Levels,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_53_437
2003-08-02,D,lh eng blowing smoke,PM01,0,5,Engine,NA,NA,NA,Smoke / Burning,Left,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_460_508
2003-09-21,D,LH engine noisy,PM01,0,50,Engine,NA,NA,NA,NA,Left,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_508
2003-10-17,D,Modify oil burn hoses on both engines,PM02,0,26,Engine_Hydraulic System,NA,Modify,3,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,1,Rule_1_4_26_53_54_361
2003-11-29,D,r/h engine shutting down,PM01,442.59,43,Engine,NA,NA,NA,Fail to Stop,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_427_519
2004-01-07,D,left hand engine would not run,PM01,120.2,39,Engine,NA,NA,NA,NA,Left,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_510
2004-02-17,D,left hand engine has an oil leak see ext,PM01,93.49,41,Engine_Hydraulic System,NA,NA,NA,Leak,Left,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_53_434_510
2004-02-21,D,OIL LEAK ON L/H ENGINE.,PM01,133.01,4,Engine_Hydraulic System,NA,NA,NA,Leak,Left,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_53_434_509
2004-04-09,D,Low power complaint,PM01,367.54,48,Engine,NA,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3
2004-05-07,D,r/h engine hunting & stalling    text,PM01,722.53,28,Engine,NA,NA,NA,NA,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_519
2004-05-07,D,right hand eng hunting,PM01,28.85,0,Engine,NA,NA,NA,NA,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_517
2004-05-24,D,r/h engine oil burn fault,PM01,2372.77,17,Engine_Hydraulic System,NA,NA,NA,Unspecified,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_53_476_519
2004-08-28,D,Rh eng oil burn not working,PM01,0,96,Engine_Hydraulic System,NA,NA,NA,Unspecified,Right,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_53_477_518
2004-10-06,D,engines wont idle back,PM01,791.12,39,Engine,NA,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26
2004-11-23,D,replace engine outer air cleaner wing nu,PM01,255.14,48,Engine,NA,Minor Maint_Replace,2V,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26_58_343_392_393
2005-01-12,D,replace rh eng exhaust deflector,PM01,0,50,Engine_Induction and Exhaust,NA,Replace,2V,NA,Right,NA,ENGINES  x 2,0,Rule_1_3_26_68_392_393_518
2005-06-03,D,Replace outer air cleaners,PM01,202.99,142,Engine,NA,Minor Maint_Replace,2V,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_58_59_343_392_393
2005-06-05,D,LH ENG oil burn system not working,PM01,36.83,2,Engine_Hydraulic System,NA,NA,NA,Unspecified,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_53_477_508
2005-06-14,D,R/H engine overtemp.,PM01,0,9,Engine_Radiator,NA,NA,NA,Over Temp,Right,NA,ELECTRICAL,0,Rule_1_3_26_41_448_454_519
2005-07-05,D,engine oil reserves not operating,PM01,1657.05,21,Engine_Hydraulic System,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_53
2005-07-20,D,R/H engine shutdown light  staying on.,PM01,5341.75,15,Engine,NA,NA,NA,Fail to Stop,Right,NA,ENGINES  x 2,0,Rule_1_3_26_427_519
2005-08-01,D,Rewire engine oil burn system,PM01,1025.15,12,Engine_Hydraulic System,NA,NA,NA,NA,NA,NA,ELECTRICAL,0,Rule_1_3_26_53
2005-08-14,D,r/h engine running rough,PM01,0,13,Engine,NA,NA,NA,NA,Right,NA,FUEL SYSTEMS,0,Rule_1_3_26_519
2005-09-21,D,engine shutting down,PM01,455.37,38,Engine,NA,NA,NA,Fail to Stop,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_427
2005-11-09,D,engine fault light coming on,PM01,3132.72,49,Engine,NA,NA,NA,Unspecified,NA,NA,ENGINES  x 2,0,Rule_1_3_26_476
2005-11-14,D,big oil leak - R.H.S. engine - R.H. bank,PM01,0,5,Engine_Hydraulic System,NA,NA,NA,Leak,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_53_434
2005-12-01,D,Cummins Engine repairs SHD24,PM01,0,17,Engine,NA,Repair,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_366
2005-12-12,D,Cummins engine repairs SHD24,PM01,27.2,11,Engine,NA,Repair,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_366
2006-02-24,D,ENGINE OVERHEATING,PM01,543.5,74,Engine_Radiator,NA,NA,NA,Over Temp,Right,NA,RADIATOR - LEFT,0,Rule_1_3_26_39_42_450_453_518
2006-03-09,D,Repair L+R engine oil make up,PM01,0,13,Engine_Hydraulic System,NA,Repair,1,NA,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_53_366
2006-03-21,D,Cummins SHD24 Engine 13/2/06,PM01,3918.27,12,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26
2006-04-15,D,engine over heating,PM01,0,25,Engine_Radiator,NA,NA,NA,Over Temp,NA,NA,ENGINES  x 2,0,Rule_1_3_26_42_450_453
2006-05-09,D,oil leak at turbo lhs engine,PM01,309.65,24,Engine_Turbochargers_Hydraulic System,NA,NA,NA,Leak,Left,Positional Term,TURBOCHARGER - LEFT,0,Rule_1_3_26_48_53_434_508_523
2006-09-07,D,water leak at oil cooler lh eng,PM01,1203.8,121,Engine_Hydraulic System,NA,NA,NA,Leak,Left,Positional Term,COOLING SYSTEM,0,Rule_1_3_26_53_434_508_523
2006-12-13,D,Rh Eng oil pressure sender u/s,PM01,111.9,97,Engine_Hydraulic System,NA,NA,NA,NA,Right,NA,OIL - ENGINE- RIGHT,0,Rule_1_3_26_53_518
2006-12-13,D,Lh Eng oil pressure sender u/s,PM01,0,0,Engine_Hydraulic System,NA,NA,NA,NA,Left,NA,OIL - ENGINE - LEFT,0,Rule_1_3_26_53_508
2006-12-21,D,Scope up oil leak on R/H engine,PM01,0,8,Engine_Hydraulic System,NA,Repair,15,Leak,Right,NA,ENGINE LEFT HAND,0,Rule_1_3_26_53_382_434_519
2007-01-11,D,LH Eng running on,PM01,0,21,Engine,NA,NA,NA,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_508
2007-02-14,D,Engine exhaust deflector broken SHD24,PM01,504.43,34,Engine_Induction and Exhaust,NA,NA,NA,Structural Integrity,NA,NA,ENGINES  x 2,0,Rule_1_3_26_68_469
2007-04-20,D,right hand engine cut out,PM01,434.41,65,Engine,NA,NA,NA,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_517
2007-05-15,D,Replace L/H Engine,PM02,73068.22,25,Engine,NA,Replace,2V,NA,Left,NA,ENGINES  x 2,1,Rule_1_4_26_392_393_509
2007-05-15,D,Primepower SHD24 Repairs,PM02,7400.36,0,Engine,NA,Repair,1,NA,NA,NA,ENGINES  x 2,1,Rule_1_4_366
2007-06-19,D,Replace R/H Engine,PM02,0,35,Engine,NA,Replace,2V,NA,Right,NA,ENGINE RIGHT HAND,1,Rule_1_4_26_392_393_519
2007-07-10,D,Replace R/H Engine,PM02,82765,21,Engine,NA,Replace,2V,NA,Right,NA,ENGINE RIGHT HAND,1,Rule_1_4_26_392_393_519
2007-07-16,D,LH engine not ideling,PM01,0,6,Engine,NA,NA,NA,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_508
2007-08-19,D,R/H Engine surging,PM01,463.45,34,Engine,NA,NA,NA,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_519
2007-11-13,D,both engines shutting down,PM01,1029.12,86,Engine,NA,NA,NA,Fail to Stop,NA,NA,ENGINES  x 2,0,Rule_1_3_26_427
2007-11-17,D,RH engine auto idle not working SHD24,PM01,664.22,4,Engine,NA,NA,NA,Unspecified,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_477_518
2007-11-24,D,Engines wont idle down,PM01,664.22,7,Engine,NA,NA,NA,NA,NA,NA,ELECTRICAL CONTROL SYSTEMS,0,Rule_1_3_26
2008-02-20,D,R/H engine won't idle down  SHD24,PM01,1480.35,88,Engine,NA,NA,NA,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_519
2008-03-01,D,Scope r/h engine over heating and repair,PM01,320.75,10,Engine_Radiator,NA,Repair,15,Over Temp,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_42_366_382_450_453_519
2008-04-10,D,L/H engine exhaust leaks,PM01,195.46,40,Engine_Induction and Exhaust,NA,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_68_434_509
2008-05-15,D,rh eng bay light not working,PM01,449.82,35,Engine,NA,NA,NA,Unspecified,Right,NA,LIGHTS,0,Rule_1_3_26_477_518
2008-07-30,D,Machine shutting down,PM01,592.85,76,Engine,NA,NA,NA,Fail to Stop,NA,NA,ENGINES  x 2,0,Rule_1_3_427
2008-08-01,D,Engine shuting down low idle,PM01,5798.06,2,Engine,NA,NA,NA,Fail to Stop,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_427
2008-08-11,D,Engine oil leak,PM01,1178.65,10,Engine_Hydraulic System,NA,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_26_53_434
2008-08-28,D,Replace RH Engine cooler Hyd Motor,PM01,4753.05,17,Engine_Hydraulic System,NA,Replace,2V,NA,Right,NA,ENGINE FAN MOTOR - RIGHT,0,Rule_1_3_26_52_392_393_518
2008-09-25,D,Leak under engine,PM01,199.79,28,Engine,NA,NA,NA,Leak,NA,Positional Term,ENGINES  x 2,0,Rule_1_3_26_434_522
2008-10-28,D,Repair discharge line LH engine,PM01,268.32,33,Engine,NA,Minor Maint_Repair,1,NA,Left,NA,FIRE SUPPRESSION SYSTEM,0,Rule_1_3_26_346_366_508
2008-11-20,D,RH Engine cooler leaking,PM01,1411.83,23,Engine,NA,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_434_518
2008-12-03,D,Inspect for LH eng oil leak,PM01,387.16,13,Engine_Hydraulic System,NA,CM,1,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_53_321_434_508
2009-01-15,D,Reseal Fan pump adaptor on LH Engine,PM01,0,43,Engine,NA,Repair,2,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_16_26_82_127_192_244_367_508
2009-02-13,D,L / H engine tripping out,PM01,2212.33,29,Engine,NA,NA,NA,NA,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_26
2009-03-06,D,engine & slew oil leak,PM01,608.46,21,Engine_Hydraulic System,NA,NA,NA,Leak,NA,NA,SLEW PUMPS,0,Rule_1_3_26_53_55_434
2009-03-10,D,Hyd leak around engine area SHD24,PM01,555.85,4,Engine_Hydraulic System,NA,NA,NA,Leak,NA,NA,HYDRAULIC HOSES & LINES,0,Rule_1_3_26_52_434
2009-04-10,D,"No power ,dying during motion",PM01,1262.95,31,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3
2009-04-24,D,R / H  engine running hot.,PM01,235.42,14,Engine_Radiator,NA,NA,NA,Over Temp,NA,NA,ENGINES  x 2,0,Rule_1_3_26_40_449
2009-04-26,D,Right hand engine oil temp is high,PM01,470.85,2,Engine_Radiator_Hydraulic System,NA,NA,NA,Over Temp,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_41_53_447_517
2009-05-03,D,Engine oil overtemp,PM01,2667.42,7,Engine_Radiator_Hydraulic System,NA,NA,NA,Over Temp,NA,NA,ENGINES  x 2,0,Rule_1_3_26_41_53_448_454
2009-05-05,D,Eng exhaust leaks on both engines,PM01,0,2,Engine_Induction and Exhaust,NA,NA,NA,Leak,NA,NA,ENGINES  x 2,0,Rule_1_3_26_68_434
2009-06-16,D,Oil burn system removed on both engines,PM01,0,42,Engine_Hydraulic System,NA,Replace,Install,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_53_386
2009-06-16,D,Left engine exhaust leaks,PM01,0,0,Engine_Induction and Exhaust,NA,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_68_434_510
2009-08-10,D,Machine Low Power,PM01,0,55,Engine,NA,NA,NA,NA,NA,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3
2009-08-11,D,Left engine exhaust leaks,PM01,1724.77,1,Engine_Induction and Exhaust,NA,NA,NA,Leak,Left,NA,INDUCTION & EXHAUST,0,Rule_1_3_26_68_434_510
2009-08-11,D,Primepower Midlife both engines,PM01,43207.31,0,Engine,NA,NA,NA,NA,NA,NA,Excavator Twin Drive O&K RH120E SHD24,0,Rule_1_3_26
2009-08-23,D,RH Engine shut down,PM01,0,12,Engine,NA,NA,NA,Fail to Stop,Right,NA,ENGINES  x 2,0,Rule_1_3_26_427_518
2009-08-25,D,RH Engine overheating,PM01,0,2,Engine_Radiator,NA,NA,NA,Over Temp,Right,NA,ENGINES  x 2,0,Rule_1_3_26_42_450_453_518
2009-09-16,D,Engines loosing power,PM01,0,22,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26
2009-09-22,D,Engine oil reserve Pp U/S,PM01,0,6,Engine_Hydraulic System,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26_53
2009-12-03,D,"Repair RH engine plug, machine side",PM01,120.4,72,Engine,Minor Item,Repair,1,NA,Right,NA,ELECTRICAL,0,Rule_1_3_26_191_366_518
2009-12-11,D,Changeout / Rebuild RH Engine,PM01,79229.47,8,Engine,NA,Repair_Replace,1,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_371_387_518
2009-12-20,D,Oil leak RH engine area,PM01,249.32,9,Engine_Hydraulic System,NA,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_53_434_518
2009-12-22,D,Replace LH VDO Engine temp sender,PM01,228.53,2,Engine_Radiator,NA,Replace,2V,NA,Left,NA,ELECTRICAL,0,Rule_1_3_26_41_392_393_508
2010-02-24,D,RH engine shutting down,PM01,833.83,64,Engine,NA,NA,NA,Fail to Stop,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_26_427_518
2010-02-27,D,Shovel will not run SHD24,PM01,341.36,3,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3
2010-04-13,D,WARR Oil leak LH Engine,PM01,1574.32,45,Engine_Hydraulic System,NA,NA,NA,Leak,Left,Warranty Item,ENGINE LEFT HAND,0,Rule_1_3_26_53_434_508_528
2010-04-15,D,Engine hunting no Pwr,PM01,0,2,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26
2010-05-05,D,Operator reported machine overheating,PM01,2689.26,20,Engine,NA,NA,NA,Over Temp,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_450_453_518
2010-07-27,D,Machine will not Slew on LH Engine,PM01,0,83,Engine_Hydraulic System,NA,NA,NA,NA,Left,NA,Pumps/Valves/Coolers/Hoses,0,Rule_1_3_26_55_508
2010-08-22,D,WARR: RH Engine lost Pwr & rattling,PM01,0,26,Engine,NA,Replace,6,Missing / Loose,Right,Warranty Item,ENGINE RIGHT HAND,0,Rule_1_3_26_401_441_518_528
2010-08-24,D,Repair cracks in Both engine Mufflers,PM01,836.92,2,Engine_Induction and Exhaust,NA,Repair,1,Structural Integrity,NA,NA,ENGINES  x 2,0,Rule_1_3_26_71_366_470
2010-10-23,D,Both engines shutting,PM01,0,60,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26
2010-12-16,D,LH engine oil leak SHD24,PM01,1231.25,54,Engine_Hydraulic System,NA,NA,NA,Leak,Left,NA,LUBRICATION SYSTEM,0,Rule_1_3_26_53_434_508
2011-01-29,D,LH Engine O/temp short,PM01,642,44,Engine_Radiator,NA,NA,NA,NA,Left,NA,COOLING SYSTEM,0,Rule_1_3_26_41_508
2011-02-14,D,Replace centrifugal spinner gasket,PM01,15.7,16,Engine,NA,Replace,2V,NA,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_61_195_392_393
2011-03-08,D,Blown engine oil hose,PM01,0,22,Engine_Hydraulic System,NA,NA,NA,Fluid Levels_Structural Integrity,NA,NA,ENGINES  x 2,0,Rule_1_3_26_53_54_437_468
2011-03-25,D,Low power,PM01,1719.2,17,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3
2011-05-04,D,Left hand engine won't rev up SHD24,PM01,690.99,40,Engine,NA,NA,NA,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_510
2011-05-23,D,Replace LH Engine,PM01,120983.96,19,Engine,NA,Replace,2V,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_26_392_393_508
2011-06-01,D,Engine dropping to idle & stalled,PM01,0,9,Engine,NA,NA,NA,NA,NA,NA,ENGINE LEFT HAND,0,Rule_1_3_26
2011-06-04,D,Engine not going to HI idle,PM01,0,3,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_26
2011-07-08,D,LH engine water temp not displayed-AWMA,PM01,1640.93,34,Engine_Radiator,NA,NA,NA,NA,Left,NA,COOLING SYSTEM,0,Rule_1_3_26_41_508
2006-04-16,E,"REPAIRS TO R/H ENG, SHUTTING DOWN.",PM01,272.17,NA,Engine,NA,Repair,1,Fail to Stop,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_319_380_472
2006-04-17,E,ENGINE SHUTTING DOWN TO IDLE,PM01,68.04,1,Engine,NA,NA,NA,Fail to Stop,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_380
2006-07-16,E,CHANGE OUT AIR CLEANERS,PM01,230.83,90,Engine,NA,Minor Maint_Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_55_56_296_340
2006-12-15,E,CHANGEOUT AIR CLEANERS,PM01,382.74,152,Engine,NA,Minor Maint_Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_55_56_296_340
2006-12-29,E,CUMMINS WNTY - LH ENGINE OIL COOLER WEEP,PM01,1284.29,14,Engine_Hydraulic System,NA,NA,NA,Leak,Left,NA,COOLING SYSTEM,0,Rule_1_3_25_50_388_461
2006-12-31,E,OIL LEAK ON LH ENGINE - ACCESSORY DRIVE,PM01,1462.12,2,Engine_Hydraulic System,NA,NA,NA,Leak,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_25_50_387_461
2007-01-25,E,REPLACE ACCESSORY DRIVE RH ENGINE-CW,PM01,0,25,Engine,NA,Replace,2V,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_345_346_471
2007-02-08,E,INSPECT NOISE IN FRONT OF ENGINE L/H,PM01,625.51,14,Engine,NA,CM,1,Noise,Front_Left,NA,ENGINE LEFT HAND,0,Rule_1_3_25_274_397_458_462
2007-02-15,E,REPLACE TIMING GEARS RH ENGINE-WARRANTY,PM01,323.92,7,Engine,NA,Replace,2V,NA,Right,Warranty Item,ENGINE RIGHT HAND,0,Rule_1_3_25_345_346_471_481
2007-03-21,E,LH ENGINE HAS LOW RPM,PM01,1536.71,34,Engine,NA,NA,NA,NA,Left,NA,ENGINES  x 2,0,Rule_1_3_25_461
2007-03-23,E,LH ENGINE LACKING POWER,PM01,73.78,2,Engine_Transmission,NA,NA,NA,NA,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_25_43_461
2007-04-08,E,REPAIR CENTRIFUGAL STEM PIPE- BROKEN,PM01,2168.87,16,Engine,NA,Repair,1,Structural Integrity,NA,NA,ENGINE RIGHT HAND,0,Rule_1_3_58_319_422
2007-04-22,E,LOW POWER   @ RAMP 10N,PM01,286.12,14,Engine,NA,NA,NA,NA,NA,NA,ENGINES  x 2,0,Rule_1_3
2007-06-19,E,RH ENGINE CENTRIFUGE LEAKING,PM01,0,58,Engine,NA,NA,NA,Leak,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_57_387_471
2007-08-02,E,R/H ENGINE MISSFIRE.CUMMINS,PM01,0,44,Engine,Fire Suppression,NA,NA,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_115_472
2007-08-21,E,CHANGEOUT AIR CLEANERS,PM01,0,19,Engine,NA,Minor Maint_Replace,1,NA,NA,NA,ENGINES  x 2,0,Rule_1_3_55_56_296_340
2007-09-23,E,WRRY LH ENGINE- BROKEN ACC DRIVE SHAFT,PM01,321.27,33,Driveshaft_Engine,NA,NA,NA,Structural Integrity,Left,NA,ENGINE LEFT HAND,0,Rule_1_3_20_25_422_461
2007-10-07,E,R/H ENGINE PROTECTION LIGHT ON,PM01,515.36,14,Engine,NA,NA,NA,NA,Right,NA,ENGINE RIGHT HAND,0,Rule_1_3_25_472
2007-10-11,E,CENTRIFUGE HOSE LEAKING - REPLACE,PM01,189.23,4,Hydraulic System_Engine,NA,Replace,2V,Leak,NA,NA,LUBRICATION SYSTEM,0,Rule_1_3_51_57_345_346_387
